Position,10,,,,
Organic Position,10,,,,
SERP Title,WooCommerce Dropshipping Documentation,,,,
Title,WooCommerce Dropshipping Documentation - WooCommerce,,,,
URL,https://woocommerce.com/document/woocommerce-dropshipping/,,,,
Hostname,woocommerce.com,,,,
SERP Description,Use WooCommerce Dropshipping to send automated order notification emails to your wholesale dropshippers when new orders arrive via your WooCommerce store.,,,,
Meta Description,,,,,
Page Rank,57,,,,
Word Count,6037,,,,
Img Count,62,,,,
Publication date,18 October 2016,,,,
Modification Date,02 April 2026,,,,
AMP version,,,,,
H1,WooCommerce Dropshipping,,,,
h2,1. Installation,,,,
h2,2. Getting Started with the Dropshipping Plugin,,,,
h3,How to read the documentation?,,,,
h3,Setup and Configuration,,,,
h3,Setting up AliExpress Dropshipping Integration,,,,
h2,3. Working with the AliExpress Dropshipping Integration,,,,
h3,1. AliExpress Products integrated with Your Dropshipping Store,,,,
h4,Basic Product Page Setup for Importing Product from Product Page,,,,
h3,2. Adding Simple or Variable Product to Your WooCommerce Store,,,,
h4,Summary,,,,
h4,Pricing,,,,
h4,Descriptions,,,,
h4,Variations,,,,
h4,Images,,,,
h4,Reviews,,,,
h3,3. Adding Simple or Variable AliExpress Product to Queue,,,,
h3,4. WooCommerce Dropshipping Chrome Extension sidebar function,,,,
h3,5. Importing Products in Bulk,,,,
h2,4. Working with Suppliers,,,,
h3,1. Adding Suppliers,,,,
h4,Common issues when working with suppliers,,,,
h3,2. Assign Products to Dropshipping Suppliers,,,,
h3,3. Supplier Inventory,,,,
h4,Import inventory from CSV,,,,
h4,Configure Supplier Inventory CSV Settings,,,,
h3,4. Customize your packing slips,,,,
h4,4.1 Default packing slip for all suppliers,,,,
h4,4.2 Customize the packing slip template for all suppliers,,,,
h4,4.3 Customize the packing slip for a single supplier,,,,
h4,4.4 Packing slip settings and common configurations,,,,
h5,Header settings,,,,
h5,Product settings,,,,
h5,Company details,,,,
h5,Showing the customer’s address on the packing slip,,,,
h4,Footer settings,,,,
h4,4.5 Supplier email and attachment settings,,,,
h4,4.6 Additional packing slip and supplier visibility options,,,,
h4,Pricing and visibility options,,,,
h4,Notification and privacy controls,,,,
h3,5. Set up supplier email notifications,,,,
h4,Adding Email Order Note,,,,
h4,Displaying ‘Order link’ in supplier email,,,,
h4,Setting suppliers Inventory Out of Stock point,,,,
h3,6. Customising Supplier Emails,,,,
h5,Packing Slip,,,,
h5,"Email Background, Order Note and Footer Message",,,,
h5,Email Body,,,,
h5,Email Bottom,,,,
h2,5. Amazon Affiliate Support,,,,
h3,1. Setting up Amazon Affiliate Integration,,,,
h3,2. Importing products from Amazon Affiliate Dashboard into your WooCommerce store,,,,
h3,3. How Amazon Affiliate support for WooCommerce Dropshipping works for customers?,,,,
h3,4. How would you get notified about the conversion or click-through?,,,,
h2,6. FAQ,,,,
h3,1. How will my drop-ship supplier bill me for the order?,,,,
h3,2. How to bulk import and export local suppliers dropshipping products?,,,,
h3,3. Can I bulk-assign suppliers to my existing products?,,,,
h3,4. Why am I not getting an email for downloadable and virtual products?,,,,
h3,5. What should I do if I want to send supplier the packing slip with the amount they sell product to me and not at what I am selling to my client for ease of business?,,,,
h3,6. Can the plugin be used to import the shipping costs from Aliexpress?,,,,
h2,Questions & Support,,,,
h2,Related Products,,,,
h3,Table Rate Shipping,,,,
h3,Conditional Shipping and Payments,,,,
lang,x-default,https://woocommerce.com/document/woocommerce-dropshipping/#select-language,,,
Schema Type,"TechArticle,WebPage (2),ImageObject,BreadcrumbList,WebSite,Organization,Person",,,,
Link,Installing and Managing Plugins,http://codex.wordpress.org/Managing_Plugins#Installing_Plugins,wordpress.org,,True
Link,Chrome extension,https://chrome.google.com/webstore/detail/woocommerce-dropshipping/hfhghglengghapddjhheegmmpahpnkpo,google.com,,True
Link,clicking here,https://chrome.google.com/webstore/detail/woocommerce-dropshipping/hfhghglengghapddjhheegmmpahpnkpo,google.com,,True
Link,AliExpress,https://www.aliexpress.com/,aliexpress.com,,True
Link,calendar support,https://www.php.net/manual/en/book.calendar.php,php.net,,True
Frequent KW,the,240,,,
Frequent KW,to,161,,,
Frequent KW,supplier,134,,,
Frequent KW,and,127,,,
Frequent KW,product,104,,,
Frequent KW,your,96,,,
Frequent KW,you,93,,,
Frequent KW,for,82,,,
Frequent KW,in,80,,,
Frequent KW,slip,67,,,
Frequent KW,packing slip,67,,,
Frequent KW,of,67,,,
Frequent KW,packing,66,,,
Frequent KW,email,62,,,
Frequent KW,setting,60,,,
Frequent KW,store,58,,,
Frequent KW,dropshipping,54,,,
Frequent KW,this,51,,,
Frequent KW,with,51,,,
Frequent KW,woocommerce,51,,,
Frequent KW,can,46,,,
Frequent KW,is,44,,,
