

########## SHEET: Info (10r x 2c) ##########
Search url | 
Query | tablepress wp table builder
Device | desktop
Language | fr
Location | 
Country | FR
Search engine | google.fr
Number of results | 2
Scrape date | 13th May 2026
Export date | 14th May 2026


########## SHEET: SERP Overview (18r x 22c) ##########
Position | Organic Position | Page | SERP Type | Type | SERP Title | Title | URL | SERP Description | Meta Description | Hostname | TLD | Page Rank | Word Count | Image Count | Publication Date | Modification Date | Is Organic | Is AMP | Has SERP FAQ | Has On Page FAQ | Schema Type
1 | 1 | 1 | page | website | WP Table Builder – Drag & Drop Table Builder | WP Table Builder – Drag & Drop Table Builder – Extension WordPress | WordPress.org Français | https://fr.wordpress.org/plugins/wp-table-builder/ | It's insanely easy to create responsive tables with WP Table Builder. WP Table Builder is perfect for creating comparison tables, pricing tables, list tables ... | Drag and Drop Table Builder Plugin. Build Responsive Tables Easily | fr.wordpress.org | org | 50 | 4991 | 26 | No Publication Date Found | No Modification Date Found | True |  | False | False | 
2 | 2 | 1 | video |  |  |  |  |  |  |  |  |  |  |  | No Publication Date Found | No Modification Date Found | True |  | False | False | 
3 | 3 | 1 | page | home page | TablePress · The WordPress table plugin that makes tables ... | TablePress · The WordPress table plugin that makes tables fast and easy! | https://tablepress.org/ | Use TablePress and create attractive and responsive tables on your WordPress website with the most popular and highest-rated table plugin! | Use TablePress and create attractive and responsive tables on your WordPress website with the most popular and highest-rated table plugin! | tablepress.org | org | 47 | 665 | 0 | 25 February 2025 | 09 April 2026 | True |  | False | False | WebPage,BreadcrumbList,WebSite,Organization
4 | 4 | 1 | page | article | TablePress: create tables in WordPress [TUTORIAL] | TablePress: create tables in WordPress [TUTORIAL] | https://wpmarmite.com/en/tablepress/ | TablePress is a free and open-source plugin that allows you to simply create tables from your WordPress admin interface, without the need to code. | A tutorial to discover TablePress, the WordPress plugin that enables you to create great tables without having to code | wpmarmite.com | com | 38 | 3075 | 30 | 29 March 2023 | 13 March 2025 | True |  | False | False | 
5 | 5 | 1 | page | internal page | How To Import Tables From TablePress To WP Table Builder | Bot Verification | https://wptablebuilder.com/docs/import-tables-from-tablepress-to-wp-table-builder/ | 7 mai 2025 - Now go to WordPress Dashboard > WP Table Builder > Import/Export. On the next page, click on IMPORT > PLUGINS > 'Import From TablePress' ... |  | wptablebuilder.com | com | 42 | 9 | 0 |  | No Modification Date Found | True |  | False | False | 
6 | 6 | 1 | page | article | Plugins de tables WordPress | Plugins de tables WordPress : comment insérer une table sur WordPress - IONOS | https://www.ionos.fr/digitalguide/hebergement/blogs/tables-wordpress/ | 29 juin 2022 - Un plugin de tables WordPress permet d'insérer un tableau sur un site WordPress. Nous vous présentons six des meilleurs plugins pour ... | Un plugin de tables WordPress permet d’insérer un tableau sur un site WordPress. Nous vous présentons six des meilleurs plugins pour structurer vos contenus | ionos.fr | fr | 26 | 2011 | 9 | 29 June 2022 | No Modification Date Found | True |  | False | False | Organization,Article,BreadcrumbList
7 | 7 | 1 | page | internal page | WordPress Table Plugin (WordPress) - Télécharger | WP Table Builder – WordPress Table Plugin (WordPress) - Télécharger | https://wp-table-builder.fr.softonic.com/wordpress | 26 mars 2023 - WP Table Builder est un constructeur de tableaux de site web gratuit pour WordPress qui vous permet de créer diverses listes. Comme TablePress, ... | WP Table Builder – WordPress Table Plugin Télécharger (WordPress) - WP Table Builder – WordPress Table Plugin (WP Table Builder – WordPress Table Plug | wp-table-builder.fr.softonic.com | com | 0 | 1856 | 45 |  | No Modification Date Found | True |  | False | False | 
8 | 8 | 1 | page | website | TablePress – Tables in WordPress made easy | TablePress – Tables in WordPress made easy – Extension WordPress | WordPress.org Français | https://fr.wordpress.org/plugins/tablepress/ | Embed beautiful, accessible, and interactive tables into your WordPress website's posts and pages, without having to write code! | Embed beautiful, accessible, and interactive tables into your WordPress website’s posts and pages, without having to write code! | fr.wordpress.org | org | 50 | 1418 | 18 | No Publication Date Found | No Modification Date Found | True |  | False | False | 
9 | 9 | 1 | page | article | Top 6 best responsive table plugins for WordPress | Top 6 best responsive table plugins for WordPress - GravityKit | https://www.gravitykit.com/top-6-best-responsive-table-plugins-for-wordpress/ | 12 sept. 2024 - Discover the top responsive WordPress table plugins, including GravityView, WP Table Builder, and wpDataTables. | Discover the top responsive WordPress table plugins, including GravityView, WP Table Builder, and wpDataTables | gravitykit.com | com | 29 | 1608 | 20 | 12 September 2024 | 29 April 2026 | True |  | False | False | Article,BlogPosting,WebPage,ImageObject,BreadcrumbList,WebSite,Organization,Person
10 | 10 | 1 | questions |  |  |  |  |  |  |  |  |  |  |  | No Publication Date Found | No Modification Date Found | True |  | False | False | 
11 | 11 | 1 | page | article | Plugin Information | Plugin Information · TablePress | https://tablepress.org/info/ | TablePress is the most popular and highest-rated WordPress table plugin. It allows you to easily create and manage attractive, accessible, and feature-rich ... | Get all the essential information about TablePress, the leading WordPress table plugin for creating beautiful and functional tables | tablepress.org | org | 47 | 10254 | 12 | 21 November 2022 | 07 April 2026 | True |  | False | False | WebPage,ImageObject,BreadcrumbList,WebSite,Organization
12 | 12 | 2 | page | article | Best WordPress Table Builder Plugins | Best WordPress Table Builder Plugins | https://wpmet.com/best-wordpress-table-builder-plugins/ | 25 avr. 2026 - Check the best WordPress table builder plugins, choose your one and easily create beautiful, responsive tables in WordPress. | Check the best WordPress table builder plugins, choose your one and easily create beautiful, responsive tables in WordPress | wpmet.com | com | 43 | 1256 | 27 | 12 December 2025 | 25 April 2026 | True |  | False | False | Place,LocalBusiness,Organization,WebSite,ImageObject,WebPage,Person,BlogPosting
13 | 13 | 2 | page | article | How TablePress Became the Most Popular WordPress ... | How TablePress Became the Most Popular WordPress Table Plugin | https://freemius.com/blog/tablepress-wordpress-table-plugin-success-story/ | 2 oct. 2023 - TablePress is the most popular WordPress table plugin. Find out how Tobias Bäthge turned his blogging hobby into a full-time success story. | TablePress is the most popular WordPress table plugin. Find out how Tobias Bäthge turned his blogging hobby into a full-time success story | freemius.com | com | 48 | 4323 | 19 | 27 September 2023 | 17 January 2024 | True |  | False | False | Article,WebPage,ImageObject,BreadcrumbList,WebSite,Organization,Person
14 | 14 | 2 | page | internal page | Creating Tables Using TablePress | WordPress Training | Creating Tables Using TablePress | WordPress Training | University Library | Illinois | https://www.library.illinois.edu/wp-training/create-tables-using-tablepress/ | Creating Tables Using TablePress · Give the table a name, select how many rows and columns that you want in the table (optional) and then click “Add Table“. · You ... |  | library.illinois.edu | edu | 27 | 684 | 11 | No Publication Date Found | No Modification Date Found | True |  | False | False | 
15 | 15 | 2 | page | article | Top 5 TablePress Alternatives 2026 | WordPress Tables | Top 5 TablePress Alternatives 2026 | WordPress Tables | https://ninjatables.com/tablepress-alternatives/ | This article will discuss the eligibility of TablePress and show you our expert-picked top TablePress alternatives for creating online data tables. | TablePress is an ideal WordPress data table builder. It's not the only option. Find the best TablePress alternatives | ninjatables.com | com | 41 | 1661 | 17 | 12 August 2022 | 12 November 2025 | True |  | False | False | BlogPosting,Review
16 | 16 | 2 | page | article | Get even more TablePress! | Get even more TablePress! · TablePress | https://tablepress.org/premium/ | TablePress supports the WordPress Block Editor, the Classic Editor, and all page builders that support Shortcodes, including Elementor, Divi, Bricks, and more! | Enhance your TablePress experience with premium features and top-notch support. Trusted by over 750,000 users worldwide | tablepress.org | org | 47 | 170 | 0 | 18 December 2022 | 03 December 2025 | True |  | False | False | WebPage,BreadcrumbList,WebSite,Organization
17 | 17 | 2 | page | internal page | Docs & Tutorial - WP Table Builder | Bot Verification | https://wptablebuilder.com/docs/ | Getting Started · How to Install and Activate the WP Table Builder Plugin · How to Insert & Activate Your License Key · How to Use WP Table Builder within ... |  | wptablebuilder.com | com | 42 | 9 | 0 | No Publication Date Found | No Modification Date Found | True |  | False | False | 


########## SHEET: Search Volume (2r x 5c) ##########
Keyword | Competition | Competition Index | Search Volume | CPC
tablepress wp table builder |  |  |  | 


########## SHEET: Monthly Search Volume (1r x 4c) ##########
Keyword | Year | Month | Monthly Search Volume


########## SHEET: SERP Organic Title (16r x 3c) ##########
Page position | Title | URL
1 | WP Table Builder – Drag & Drop Table Builder – Extension WordPress | WordPress.org Français | https://fr.wordpress.org/plugins/wp-table-builder/
3 | TablePress · The WordPress table plugin that makes tables fast and easy! | https://tablepress.org/
4 | TablePress: create tables in WordPress [TUTORIAL] | https://wpmarmite.com/en/tablepress/
5 | Bot Verification | https://wptablebuilder.com/docs/import-tables-from-tablepress-to-wp-table-builder/
6 | Plugins de tables WordPress : comment insérer une table sur WordPress - IONOS | https://www.ionos.fr/digitalguide/hebergement/blogs/tables-wordpress/
7 | WP Table Builder – WordPress Table Plugin (WordPress) - Télécharger | https://wp-table-builder.fr.softonic.com/wordpress
8 | TablePress – Tables in WordPress made easy – Extension WordPress | WordPress.org Français | https://fr.wordpress.org/plugins/tablepress/
9 | Top 6 best responsive table plugins for WordPress - GravityKit | https://www.gravitykit.com/top-6-best-responsive-table-plugins-for-wordpress/
11 | Plugin Information · TablePress | https://tablepress.org/info/
12 | Best WordPress Table Builder Plugins | https://wpmet.com/best-wordpress-table-builder-plugins/
13 | How TablePress Became the Most Popular WordPress Table Plugin | https://freemius.com/blog/tablepress-wordpress-table-plugin-success-story/
14 | Creating Tables Using TablePress | WordPress Training | University Library | Illinois | https://www.library.illinois.edu/wp-training/create-tables-using-tablepress/
15 | Top 5 TablePress Alternatives 2026 | WordPress Tables | https://ninjatables.com/tablepress-alternatives/
16 | Get even more TablePress! · TablePress | https://tablepress.org/premium/
17 | Bot Verification | https://wptablebuilder.com/docs/


########## SHEET: Topic (514r x 7c) ##########
Keyword | Found in Pages | Total Frequency | Max Count on page | Min count on page | Relevancy | Length
fix | 2 | 300 | 286 | 14 | 63.838383838383834 | 1
table | 9 | 682 | 178 | 15 | 246.23935786435788 | 1
new | 4 | 130 | 94 | 5 | 43.707070707070706 | 1
for | 8 | 427 | 206 | 10 | 113.50184383517717 | 1
improve | 2 | 95 | 86 | 9 | 19.29292929292929 | 1
in | 6 | 295 | 120 | 4 | 74.44865319865319 | 1
to | 7 | 462 | 191 | 12 | 107.63776655443323 | 1
issue | 2 | 96 | 78 | 18 | 17.6969696969697 | 1
not | 3 | 92 | 74 | 3 | 25.371212121212118 | 1
element | 3 | 79 | 68 | 3 | 23.02020202020202 | 1
option | 5 | 95 | 62 | 3 | 37.17382154882154 | 1
the | 7 | 616 | 331 | 11 | 97.95187991021324 | 1
and | 7 | 539 | 295 | 20 | 88.4280303030303 | 1
with | 7 | 225 | 96 | 7 | 57.235409652076314 | 1
pro | 7 | 126 | 56 | 3 | 45.57996632996633 | 1
an | 6 | 106 | 49 | 3 | 38.848484848484844 | 1
an issue | 2 | 51 | 47 | 4 | 21.050505050505052 | 2
builder | 8 | 135 | 47 | 4 | 51.864037197370536 | 1
some | 3 | 76 | 42 | 6 | 15.348484848484848 | 1
button | 4 | 65 | 39 | 3 | 18.78282828282828 | 1
row | 3 | 85 | 40 | 8 | 14.212121212121213 | 1
cell | 3 | 77 | 37 | 12 | 14.181818181818182 | 1
of | 7 | 278 | 124 | 8 | 54.32168911335579 | 1
is | 7 | 179 | 62 | 6 | 43.68322109988776 | 1
fixed | 2 | 66 | 35 | 31 | 7.595959595959595 | 1
responsive | 5 | 62 | 31 | 3 | 19.135802469135808 | 1
style | 3 | 40 | 29 | 3 | 10.15909090909091 | 1
text | 3 | 48 | 29 | 4 | 10.454545454545455 | 1
control | 3 | 38 | 28 | 3 | 9.628787878787879 | 1
link | 3 | 49 | 27 | 8 | 10.09090909090909 | 1
add | 6 | 89 | 27 | 3 | 24.523569023569024 | 1
list | 4 | 47 | 25 | 4 | 12.022446689113355 | 1
plugin | 9 | 237 | 44 | 7 | 53.84920634920635 | 1
update | 2 | 36 | 23 | 13 | 5.373737373737374 | 1
when | 2 | 94 | 72 | 22 | 6.343434343434343 | 1
column | 4 | 83 | 48 | 4 | 12.914702581369248 | 1
image | 5 | 49 | 22 | 5 | 14.764911014911014 | 1
improvement | 2 | 37 | 21 | 16 | 4.98989898989899 | 1
color | 2 | 31 | 21 | 10 | 4.8686868686868685 | 1
working | 2 | 28 | 21 | 7 | 4.808080808080808 | 1
setting | 2 | 36 | 21 | 15 | 4.96969696969697 | 1
menu | 4 | 38 | 21 | 3 | 10.34848484848485 | 1
can | 7 | 117 | 37 | 3 | 27.38622334455668 | 1
you | 7 | 216 | 87 | 6 | 42.67957351290685 | 1
where | 5 | 41 | 20 | 4 | 12.933501683501683 | 1
from | 7 | 119 | 66 | 4 | 24.586419753086417 | 1
support | 7 | 90 | 41 | 3 | 22.300224466891134 | 1
table builder | 5 | 83 | 29 | 5 | 30.62169312169312 | 2
at | 4 | 40 | 19 | 6 | 9.921436588103255 | 1
issue with | 2 | 22 | 19 | 3 | 8.565656565656566 | 2
file | 4 | 67 | 39 | 4 | 10.49551066217733 | 1
wordpress | 9 | 302 | 102 | 3 | 58.09217171717172 | 1
properly | 2 | 48 | 30 | 18 | 4.6060606060606055 | 1
saving | 2 | 28 | 18 | 10 | 4.202020202020202 | 1
in the | 4 | 104 | 54 | 12 | 26.141414141414142 | 2
an issue with | 2 | 20 | 17 | 3 | 11.515151515151516 | 3
preview | 2 | 28 | 17 | 11 | 4 | 1
be | 4 | 70 | 39 | 3 | 10.52020202020202 | 1
block | 5 | 51 | 16 | 3 | 11.710858585858585 | 1
error | 2 | 38 | 22 | 16 | 4 | 1
html | 3 | 44 | 24 | 4 | 6.393939393939394 | 1
functionality | 2 | 18 | 15 | 3 | 3.4074074074074074 | 1
change | 3 | 56 | 35 | 6 | 6.5606060606060606 | 1
gutenberg | 4 | 26 | 15 | 3 | 7.518518518518519 | 1
width | 2 | 20 | 15 | 5 | 3.4343434343434343 | 1
better | 2 | 47 | 32 | 15 | 3.97979797979798 | 1
import | 5 | 80 | 52 | 3 | 12.093855218855218 | 1
custom | 2 | 41 | 26 | 15 | 3.8585858585858586 | 1
size | 2 | 22 | 14 | 8 | 3.2727272727272725 | 1
frontend | 2 | 18 | 14 | 4 | 3.191919191919192 | 1
php | 2 | 37 | 23 | 14 | 3.5757575757575757 | 1
top | 4 | 29 | 14 | 3 | 6.867243867243868 | 1
the table | 4 | 74 | 41 | 4 | 19.48597081930415 | 2
wp | 7 | 68 | 35 | 3 | 16.789001122334454 | 1
will | 3 | 58 | 33 | 12 | 6.333333333333333 | 1
you can | 5 | 62 | 19 | 5 | 22.979797979797983 | 2
wp table | 5 | 53 | 28 | 3 | 20.524691358024693 | 2
wp table builder | 5 | 53 | 28 | 3 | 30.78703703703704 | 3
theme | 3 | 28 | 13 | 3 | 4.536796536796537 | 1
loading | 2 | 23 | 12 | 11 | 2.888888888888889 | 1
editor | 5 | 53 | 22 | 4 | 9.629629629629628 | 1
alignment | 2 | 15 | 12 | 3 | 2.7272727272727275 | 1
correctly | 2 | 17 | 12 | 5 | 2.7676767676767677 | 1
manage | 3 | 18 | 11 | 3 | 3.912878787878788 | 1
url | 2 | 18 | 11 | 7 | 2.585858585858586 | 1
version | 7 | 50 | 11 | 3 | 12.437570145903479 | 1
updated | 2 | 77 | 66 | 11 | 3.7777777777777777 | 1
by | 8 | 67 | 20 | 3 | 17.28106461439795 | 1
are | 6 | 81 | 43 | 3 | 13.689393939393938 | 1
save | 3 | 21 | 11 | 4 | 4.181818181818182 | 1
in some | 2 | 13 | 10 | 3 | 4.565656565656566 | 2
page | 7 | 80 | 19 | 3 | 16.190656565656564 | 1
shortcode | 5 | 43 | 17 | 4 | 8.103956228956228 | 1
now | 5 | 146 | 121 | 3 | 13.472222222222221 | 1
more | 6 | 106 | 70 | 3 | 14.112794612794614 | 1
selected | 2 | 12 | 9 | 3 | 2.0606060606060606 | 1
header | 3 | 28 | 15 | 4 | 3.6212121212121215 | 1
added | 2 | 26 | 17 | 9 | 2.3434343434343434 | 1
export | 4 | 30 | 14 | 3 | 5.047138047138048 | 1
csv | 5 | 28 | 9 | 3 | 6.25280583613917 | 1
use | 6 | 60 | 25 | 3 | 10.570707070707071 | 1
it | 7 | 111 | 35 | 5 | 18.797278338945006 | 1
tag | 2 | 12 | 8 | 4 | 1.8585858585858586 | 1
xss | 2 | 12 | 8 | 4 | 1.8585858585858586 | 1
edit | 4 | 51 | 34 | 4 | 5.707070707070707 | 1
support for | 3 | 29 | 16 | 5 | 6.673400673400674 | 2
default | 2 | 19 | 11 | 8 | 2 | 1
security | 2 | 19 | 11 | 8 | 2 | 1
search | 2 | 30 | 22 | 8 | 2.2222222222222223 | 1
or | 6 | 116 | 43 | 8 | 15.356060606060607 | 1
that | 7 | 102 | 47 | 4 | 16.091750841750844 | 1
user | 4 | 39 | 23 | 4 | 4.435465768799102 | 1
bug | 3 | 55 | 44 | 4 | 3.8333333333333335 | 1
display | 3 | 15 | 7 | 3 | 2.861111111111111 | 1
compatibility | 2 | 45 | 38 | 7 | 2.3232323232323235 | 1
case | 2 | 13 | 7 | 6 | 1.6767676767676767 | 1
layout | 2 | 13 | 7 | 6 | 1.6767676767676767 | 1
drop | 2 | 10 | 7 | 3 | 1.7222222222222223 | 1
drag | 2 | 10 | 7 | 3 | 1.7222222222222223 | 1
with wordpress | 2 | 26 | 20 | 6 | 3.474747474747475 | 2
of table | 4 | 26 | 9 | 4 | 8.011223344556678 | 2
improved | 3 | 47 | 37 | 4 | 3.2878787878787876 | 1
bar | 2 | 9 | 6 | 3 | 1.4166666666666667 | 1
template | 2 | 9 | 6 | 3 | 1.3939393939393938 | 1
has | 3 | 34 | 21 | 6 | 3.21969696969697 | 1
responsive table | 2 | 11 | 6 | 5 | 2.9135802469135803 | 2
if | 4 | 42 | 20 | 4 | 4.956228956228957 | 1
tables from | 3 | 12 | 6 | 3 | 4.404040404040404 | 2
number | 2 | 14 | 8 | 6 | 1.494949494949495 | 1
after | 2 | 15 | 9 | 6 | 1.5151515151515151 | 1
to use | 3 | 13 | 6 | 3 | 4.742424242424242 | 2
have | 4 | 60 | 37 | 4 | 5.828282828282828 | 1
their | 2 | 13 | 7 | 6 | 1.474747474747475 | 1
access | 3 | 13 | 5 | 3 | 2.0681818181818183 | 1
listing | 2 | 10 | 5 | 5 | 1.2698412698412698 | 1
can be | 3 | 20 | 12 | 3 | 4.5606060606060606 | 2
screen | 3 | 79 | 59 | 5 | 4.079545454545455 | 1
instead | 2 | 8 | 5 | 3 | 1.1717171717171717 | 1
instead of | 2 | 8 | 5 | 3 | 2.3434343434343434 | 2
other | 4 | 27 | 11 | 4 | 3.6666666666666665 | 1
missing | 2 | 8 | 5 | 3 | 1.1717171717171717 | 1
key | 2 | 12 | 7 | 5 | 1.2839506172839505 | 1
make | 5 | 37 | 20 | 3 | 4.837261503928171 | 1
spacing | 2 | 8 | 5 | 3 | 1.1717171717171717 | 1
removed | 2 | 9 | 5 | 4 | 1.1919191919191918 | 1
individual | 2 | 19 | 14 | 5 | 1.3939393939393938 | 1
to change | 2 | 9 | 5 | 4 | 2.3838383838383836 | 2
id | 2 | 12 | 7 | 5 | 1.2525252525252526 | 1
code | 5 | 122 | 101 | 4 | 9.446248196248197 | 1
site | 8 | 81 | 20 | 5 | 13.563251563251564 | 1
created | 2 | 9 | 5 | 4 | 1.3333333333333333 | 1
embed | 2 | 8 | 5 | 3 | 1.1717171717171717 | 1
